ros_time_s,omega_1
1762170981.3020,-20.5800
1762170981.5041,-20.5800
1762170981.7045,-20.5800
1762170981.9057,-20.5800
1762170982.1060,-20.5800
1762170982.3056,-20.5800
1762170982.5068,-20.5800
1762170982.7068,-20.5800
1762170982.9071,-20.5800
1762170983.1071,-20.5800
1762170983.3085,-20.5800
1762170983.5091,-20.5800
1762170983.7092,-20.5800
1762170983.9094,-20.5800
1762170984.1096,-20.5800
1762170984.3112,-20.5800
1762170984.5104,-20.5800
1762170984.7113,-20.5800
1762170984.9108,-20.5800
1762170985.1114,-20.5800
1762170985.3120,-20.5800
1762170985.5128,-20.5800
1762170985.7137,-20.5800
1762170985.9158,-20.5800
1762170986.1155,-20.5800
1762170986.3168,-20.5800
1762170986.5178,-20.5800
1762170986.7176,-20.5800
1762170986.9200,-20.5800
1762170987.1214,-20.5800
1762170987.3229,-20.5800
1762170987.5228,-20.5800
1762170987.7237,-20.5800
1762170987.9245,-20.5800
1762170988.1238,-20.5800
1762170988.3241,-20.5800
1762170988.5244,-20.5800
1762170988.7244,-20.5800
1762170988.9245,-20.5800
1762170989.1250,-19.6450
1762170989.3251,-19.6450
1762170989.5644,-16.0060
1762170989.7752,-11.0300
1762170989.9871,-6.0240
1762170990.2010,-1.0070
1762170990.4104,3.9580
1762170990.6210,8.9020
1762170990.8332,13.7540
1762170991.0469,18.6170
1762170991.2561,23.5100
1762170991.4694,28.4340
1762170991.6802,33.3070
1762170991.8925,32.9260
1762170992.1063,27.9200
1762170992.3172,22.9960
1762170992.5282,18.2670
1762170992.7400,22.5850
1762170992.9531,18.3080
1762170993.1639,13.3230
1762170993.3762,8.2340
1762170993.5874,3.2070
1762170993.8021,-1.6760
1762170994.0121,-6.5280
1762170994.2232,-11.4830
1762170994.4330,-16.4370
1762170994.6479,-21.3000
1762170994.8596,-26.2650
1762170995.0691,-31.3020
1762170995.2812,-36.3600
1762170995.4849,-36.8330
1762170995.6863,-36.8330
1762170995.8869,-36.8330
1762170996.0879,-36.8330
1762170996.2885,-36.8330
1762170996.5231,-33.2760
1762170996.7350,-37.6340
1762170996.9374,-37.0380
1762170997.1368,-37.0380
1762170997.3364,-37.0380
1762170997.5370,-37.0380
1762170997.7379,-37.0380
1762170997.9378,-37.0380
1762170998.1376,-37.0380
1762170998.3379,-37.0380
1762170998.5385,-37.0380
1762170998.7396,-37.0380
1762170998.9395,-37.0380
1762170999.1711,-33.4810
1762170999.3721,-35.0230
1762170999.5910,-33.9130
1762170999.8030,-29.1020
1762171000.0150,-24.2710
1762171000.2271,-19.3470
1762171000.4403,-14.4640
1762171000.6583,-13.8160
1762171000.8692,-11.5750
1762171001.0801,-6.8260
1762171001.2914,-7.3300
1762171001.5033,-12.4180
1762171001.7130,-9.4470
1762171001.9252,-7.1750
1762171002.1370,-11.5440
1762171002.3516,-16.6230
1762171002.5606,-21.6600
1762171002.7713,-26.6450
1762171002.9841,-23.7260
1762171003.2229,-28.7010
1762171003.4508,-32.4330
1762171003.6593,-27.4270
1762171003.8700,-22.4610
1762171004.0830,-17.5070
1762171004.2971,-12.6540
1762171004.5088,-9.1590
